0|0.00616
1|0.0004
1|0.00101
2|0.00026
3|0.00018
4|0.00016
5|0.00015
5|0.00066
6|0.00014
7|0.00013
8|0.00013
9|0.00011
10|0.00011
10|0.00072
11|0.0001
12|0.00013
13|0.00016
14|0.00021
15|0.00028
15|0.00187
16|0.00034
17|0.00038
18|0.00042
19|0.00043
20|0.00045
20|0.0024
21|0.00047
22|0.0005
23|0.0005
24|0.0005
25|0.00052
25|0.00271
26|0.00052
27|0.00053
28|0.00057
29|0.00059
30|0.00064
30|0.00369
31|0.00068
32|0.00074
33|0.00078
34|0.00085
35|0.0009
35|0.00542
36|0.00098
37|0.00106
38|0.00119
39|0.00131
40|0.00146
40|0.00869
41|0.00158
42|0.00173
43|0.0019
44|0.00206
45|0.00224
45|0.01316
46|0.00245
47|0.00265
48|0.00284
49|0.00305
50|0.00328
50|0.01896
51|0.00353
52|0.00381
53|0.0041
54|0.00439
55|0.00472
55|0.02752
56|0.00507
57|0.00548
58|0.00599
59|0.00658
60|0.0073
60|0.04386
61|0.00812
62|0.00895
63|0.00976
64|0.01052
65|0.01137
65|0.06544
66|0.01225
67|0.01327
68|0.01447
69|0.01586
70|0.01743
70|0.10354
71|0.01923
72|0.02131
73|0.02369
74|0.02643
75|0.02953
75|0.17201
76|0.0329
77|0.03662
78|0.04076
79|0.04534
80|0.05042
80|0.27724
81|0.05601
82|0.06218
83|0.06902
84|0.0765
85|0.08474
85|0.42482
86|0.09379
87|0.10369
88|0.11449
89|0.12626
90|0.13905
90|0.60456
91|0.15295
92|0.1679
93|0.18405
94|0.20135
95|0.21978
95|0.78122
96|0.23948
97|0.2604
98|0.2823
99|0.3054
100|1.0
